brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
45329,for_sale,142000,2,1,1.48,695544,Hoosick Falls,New York,12090,1080,
42904,for_sale,245000,4,2,1,949446,Valatie,New York,12184,1596,43237
32016,for_sale,220000,2,1,1.4,1478795,Millerton,New York,12546,800,38343
14928,for_sale,549000,3,2,0.25,1535585,Claverack,New York,12534,1890,43840
45690,for_sale,264900,3,2,4.25,371196,Sand Lake,New York,12018,1080,43509
8511,for_sale,15000000,8,10,157,1273765,Chatham,New York,12136,14058,40106
104467,for_sale,139900,4,1,0.12,451402,Sand Lake,New York,12018,2288,
40690,for_sale,439900,3,2,0.56,652221,Sand Lake,New York,12196,3200,43193
24605,for_sale,435000,3,2,12,415064,Kinderhook,New York,12184,,
24605,for_sale,399000,3,1,47.73,468703,Canaan,New York,12029,,
49332,for_sale,19000,,,0.4,1484226,Berlin,New York,12022,,
6419,for_sale,899000,6,5,5,1499814,Sand Lake,New York,12018,4100,
10368,for_sale,165000,,,27.45,1296244,Stephentown,New York,12168,,
36494,for_sale,2550000,5,4,56.1,1527022,Ghent,New York,12075,4960,40465
82388,for_sale,497500,3,1,17.32,525693,Claverack,New York,12521,1400,
22552,for_sale,220000,3,2,1.94,725426,New Lebanon,New York,12125,2824,
109235,for_sale,189000,3,1,0.59,1515884,East Nassau,New York,12062,1360,
22552,for_sale,60000,,,5,1866476,Austerlitz,New York,12017,,
66890,for_sale,45000,,,3.3,903690,Schodack Landing,New York,12033,,
40690,for_sale,80000,4,3,1,574177,Sand Lake,New York,12018,2367,42283
40690,for_sale,234800,4,1,1.24,574335,Poestenkill,New York,12140,1232,
45690,for_sale,279900,3,3,0.37,732011,Sand Lake,New York,12018,2073,38511
88137,for_sale,2400000,4,4,100.94,229292,New Lebanon,New York,12125,3648,
94682,for_sale,195000,,,42.38,1932259,Canaan,New York,12029,,
10368,for_sale,325000,4,2,0.44,10646,Ghent,New York,12075,2240,
10368,for_sale,325000,4,2,0.44,10646,Chatham,New York,12037,2240,
45488,for_sale,995000,3,3,0.09,1239645,Craryville,New York,12521,1320,43889
99005,for_sale,329000,5,2,0.08,330044,Philmont,New York,,2496,
24605,for_sale,5800000,,,412,1556284,Canaan,New York,12060,,
10368,for_sale,99900,3,1,0.24,1751358,New Lebanon,New York,12125,1872,
22550,for_sale,179000,2,2,0.17,893012,Grafton,New York,12052,1469,34337
94681,for_sale,219000,3,2,8.58,321740,Chatham,New York,12037,1352,
61576,for_sale,199000,3,2,0.24,16498,Hoosick Falls,New York,12090,1800,44288
84355,for_sale,199000,3,2,0.99,601945,Hoosick Falls,New York,12090,2056,
36496,for_sale,449900,3,2,8.96,1371205,Poestenkill,New York,12140,2777,
29688,for_sale,450000,4,3,6.1,1609987,Stephentown,New York,12168,2350,37922
22550,for_sale,549000,3,3,3.4,950090,Chatham,New York,12037,2669,41866
32016,for_sale,59000,,,,13637,Millerton,New York,12546,,
104484,for_sale,700000,4,2,99,1383002,Nassau,New York,12123,2368,44375
10368,for_sale,629000,3,3,1.5,911143,Valatie,New York,12184,2126,43235
10368,for_sale,155000,,,2,1745613,Grafton,New York,12052,,43997
58424,for_sale,625000,4,2,5.2,1300161,Copake,New York,12516,2029,
37676,for_sale,3650000,7,4,101,962299,Chatham,New York,12136,5188,39707
99996,for_sale,1800000,2,1,358,1966235,Taghkanic,New York,12521,1675,
10368,for_sale,370000,,,4.08,1745486,Canaan,New York,12060,,42760
10368,for_sale,370000,,,4.08,1745486,Canaan,New York,12029,,
34901,for_sale,149900,3,1,0.36,329157,Nassau,New York,12123,1218,42466
94424,for_sale,215000,2,1,2.67,287969,Hoosick Falls,New York,12090,1216,44379
41606,for_sale,389000,3,3,0.37,1251955,Valatie,New York,12184,1880,42248
68030,for_sale,125000,,,23.63,1990010,Hoosick,New York,12089,,
32014,for_sale,69000,,,1.06,1884892,Millerton,New York,12546,,
94682,for_sale,399950,4,2,0.79,696158,Chatham,New York,12037,1410,
22552,for_sale,329900,,,100.75,1909240,Poestenkill,New York,12018,,
32016,for_sale,1675000,4,4,54.8,1883276,Ancram,New York,12503,2400,
61970,for_sale,265000,5,3,0.28,1260161,Hoosick Falls,New York,12090,2619,40130
10368,for_sale,274900,6,2,1.06,1050997,Stephentown,New York,12168,2966,36130
52568,for_sale,350000,3,3,1.22,1635952,Schodack Landing,New York,12063,2400,
62113,for_sale,108000,,,43.25,1584236,Hoosick Falls,New York,12090,,43664
27628,for_sale,89900,3,2,0.08,1136397,Hoosick Falls,New York,12090,2099,
45503,for_sale,1695000,5,5,5.5,1169970,Copake,New York,12516,3380,38737
45488,for_sale,1695000,5,5,5.5,1169969,Copake,New York,12516,3380,
52865,for_sale,2195000,13,13,,1732856,Stephentown,New York,12168,2500,
38575,for_sale,712000,3,2,4.02,1937362,Ghent,New York,12075,1762,
38575,for_sale,712000,3,2,4.02,1566019,Ghent,New York,12075,1762,
86566,for_sale,1200000,3,1,75,1902203,Millerton,New York,12546,1600,37026
89947,for_sale,2500000,,,61.54,1892097,Copake,New York,12516,,
52568,for_sale,354900,3,3,5.06,331468,Stephentown,New York,12062,2224,42746
10368,for_sale,289900,4,3,0.29,1353553,Hoosick Falls,New York,12090,1920,34947
104484,for_sale,185000,2,1,1.16,640874,Nassau,New York,12123,1556,
41676,for_sale,279900,3,2,1.13,916255,East Greenbush,New York,12061,1984,
88137,for_sale,219999,2,1,0.17,847289,Ghent,New York,12037,1030,43465
10368,for_sale,1150000,4,4,18.9,1650526,Claverack,New York,12513,4230,
10858,for_sale,750000,3,3,4.9,11623,Copake,New York,12516,1708,
94682,for_sale,1200000,4,4,30,1069916,Chatham,New York,12037,3344,
45857,for_sale,675000,4,1,209,1730094,East Nassau,New York,12062,1928,
45503,for_sale,345000,3,2,0.32,847639,Chatham,New York,12037,1126,43998
52568,for_sale,100000,3,2,3.49,578149,Sand Lake,New York,12018,1518,
68030,for_sale,75000,,,12.39,1850327,Poestenkill,New York,12018,,
45690,for_sale,100000,,,25.26,1843439,Grafton,New York,12138,,
104467,for_sale,349900,3,2,0.61,15576,Sand Lake,New York,12018,1680,43532
61576,for_sale,350000,2,2,2.54,1272714,Hoosick,New York,12089,1582,
46468,for_sale,875000,4,5,9.17,1135738,Sand Lake,New York,12018,2800,
46468,for_sale,1100000,4,5,9.17,1121636,Sand Lake,New York,12018,3773,
32016,for_sale,69000,,,1.06,1884888,Millerton,New York,12546,,44492
38575,for_sale,79900,,,1.48,10594,Valatie,New York,12184,,
46468,for_sale,549900,3,2,2.02,561795,Sand Lake,New York,12018,1787,
10368,for_sale,395000,,,69.82,1969614,Austerlitz,New York,12037,,
56480,for_sale,1795000,7,5,9.7,166105,Copake,New York,12528,4212,
10368,for_sale,1850000,7,5,95.23,1556246,New Lebanon,New York,12125,5250,
10368,for_sale,125000,,,1.58,1072917,Stephentown,New York,12169,,
56478,for_sale,1795000,7,5,9.7,166105,Craryville,New York,12521,4212,
52568,for_sale,169500,3,2,1.7,1104668,New Lebanon,New York,12062,1160,37655
10368,for_sale,164900,3,2,0.77,196506,Hoosick Falls,New York,12090,1456,43333
38575,for_sale,69900,,,0.94,1952631,Kinderhook,New York,12106,,
38575,for_sale,69900,,,0.86,1952632,Kinderhook,New York,12106,,
38575,for_sale,79900,,,1.48,1952629,Kinderhook,New York,12106,,
38575,for_sale,79900,,,1.7,1952630,Kinderhook,New York,12106,,
38575,for_sale,69900,,,0.94,916863,Valatie,New York,12184,,
38575,for_sale,69900,,,0.86,1139224,Valatie,New York,12184,,
38575,for_sale,79900,,,1.72,598521,Valatie,New York,12184,,
38575,for_sale,69900,,,0.93,1904959,Kinderhook,New York,12184,,
38575,for_sale,79900,,,1.48,1903871,Kinderhook,New York,12184,,
44625,for_sale,795000,2,2,67.17,1101322,Nassau,New York,12123,1800,
10368,for_sale,395000,,,69.82,1969614,Austerlitz,New York,12017,,
38575,for_sale,270000,,,5,1838958,Kinderhook,New York,12106,,
38575,for_sale,270000,,,5,1903905,Kinderhook,New York,12184,,
26779,for_sale,64900,3,1,3.5,123402,Poestenkill,New York,12018,1226,38944
52569,for_sale,349900,3,2,3.9,920296,Canaan,New York,12029,2100,43791
90665,for_sale,410000,3,3,2.16,1668533,Poestenkill,New York,12018,2159,
70767,for_sale,325000,3,2,7.78,1567239,Chatham,New York,12136,1321,42186
45503,for_sale,549000,6,3,6,385466,Chatham,New York,12060,3200,38140
24097,for_sale,475000,3,2,0.64,1321510,Copake,New York,12516,1092,39286
33781,for_sale,320000,9,8,0.24,1668976,Nassau,New York,12123,5700,
86229,for_sale,179900,2,1,0.35,1052228,Millerton,New York,12546,936,26828
26849,for_sale,299900,3,2,0.07,1136878,Philmont,New York,12565,2024,
27628,for_sale,339900,4,2,0.6,1564477,Hoosick Falls,New York,12090,4062,36839
99005,for_sale,105000,3,1,0.34,436963,Claverack,New York,12565,1480,
52568,for_sale,125000,4,2,0.33,524821,Sand Lake,New York,12018,1448,
81604,for_sale,179900,2,1,0.18,1370091,Sand Lake,New York,12196,1000,43088
52568,for_sale,230000,2,1,0.46,1610132,Sand Lake,New York,12196,1040,42732
24097,for_sale,499000,4,6,0.69,706200,Copake,New York,12516,3182,
21072,for_sale,349900,3,2,1.2,602019,Sand Lake,New York,12196,1104,39995
62113,for_sale,299000,2,1,126.74,743667,Petersburgh,New York,12138,862,40308
3438,for_sale,249000,,,28.11,1867443,Chatham,New York,12130,,
99005,for_sale,3495000,5,5,33.68,973423,Chatham,New York,12037,6500,
24184,for_sale,995000,2,1,0.69,1510086,Old Chatham,New York,12136,5356,
24097,for_sale,450000,3,2,0.26,915578,Copake,New York,12516,1500,36144
22550,for_sale,436900,4,3,1.78,1128759,Sand Lake,New York,12196,1950,
10368,for_sale,99900,3,1,0.24,1751380,New Lebanon,New York,12125,3048,
23402,for_sale,465000,4,3,12.12,1006019,New Lebanon,New York,12125,4588,
23402,for_sale,215000,3,2,0.39,370419,New Lebanon,New York,12125,976,42010
84271,for_sale,269900,3,1,0.86,1794185,Hudson,New York,12534,1047,
38575,for_sale,55000,,,2.63,1584270,Schodack Landing,New York,12132,,
41533,for_sale,69900,,,0.53,1319211,Millerton,New York,12546,,
38575,for_sale,55000,,,2.63,1905680,Schodack Landing,New York,12184,,
63606,for_sale,288000,3,3,0.25,196337,Sand Lake,New York,12018,1716,41430
38575,for_sale,599900,,1,1.9,387065,Chatham,New York,12037,8000,
38575,for_sale,45000,,,1.66,1903955,Schodack Landing,New York,12184,,
38575,for_sale,50000,,,2.24,1904046,Schodack Landing,New York,12184,,
38575,for_sale,144900,,,6.53,1903904,Schodack Landing,New York,12184,,
9071,for_sale,195000,,,13.19,1559215,Kinderhook,New York,12106,,
3439,for_sale,249000,,,28.11,1867443,Chatham,New York,12037,,
38575,for_sale,144900,,,6.53,1858351,Schodack Landing,New York,12132,,
10368,for_sale,225000,4,2,7.5,1708851,New Lebanon,New York,12125,1804,
10368,for_sale,225000,5,2,7.5,1709319,New Lebanon,New York,12125,1804,
52568,for_sale,249900,3,2,4.81,1645688,Berlin,New York,12022,1478,
45690,for_sale,149900,3,2,2.63,1025062,Johnsonville,New York,12094,1334,
61576,for_sale,199000,4,1,0.61,1309401,Hoosick Falls,New York,12090,1695,43735
41534,for_sale,375000,7,3,,1308816,Nassau,New York,12123,3885,44539
10368,for_sale,219900,2,1,1.01,513064,Stephentown,New York,12168,960,39682
44625,for_sale,798900,4,3,5,920168,Kinderhook,New York,12184,3200,
45503,for_sale,499000,3,3,5.1,1285455,East Chatham,New York,12060,1800,
24605,for_sale,599000,5,2,16.06,467099,Old Chatham,New York,12136,2639,42615
88621,for_sale,39900,3,1,6680,823032,Hoosick Falls,New York,12090,1300,
24603,for_sale,599000,5,2,16.06,467099,Chatham,New York,12037,2639,
45503,for_sale,1300000,5,4,8.95,1395725,Old Chatham,New York,12136,4278,43556
24097,for_sale,365000,3,1,0.14,1671354,Copake,New York,12516,1008,36609
52568,for_sale,285000,2,2,2.01,781026,Poestenkill,New York,12140,2308,
52568,for_sale,230000,3,2,0.35,1103740,Brunswick,New York,12052,1216,42702
9071,for_sale,64000,,,8,1953449,Berlin,New York,12022,,
9072,for_sale,64000,,,8,1953449,Berlin,New York,12022,,
104484,for_sale,185000,3,1,1,269326,Sand Lake,New York,12018,1350,35788
73460,for_sale,429900,3,3,0.22,1530800,Sand Lake,New York,12018,1965,
73460,for_sale,419900,3,2,0.25,1547978,Sand Lake,New York,12018,1602,
10211,for_sale,139700,3,1,0.51,142871,Poestenkill,New York,12140,1307,35383
45690,for_sale,159900,3,2,0.17,879267,Schodack Landing,New York,12033,2548,
49304,for_sale,359000,3,2,0.7,127390,White Creek,New York,12057,2075,
10368,for_sale,39900,,,9.1,1949025,Grafton,New York,12138,,
10211,for_sale,59700,,,5.7,680417,New Lebanon,New York,12062,,
10368,for_sale,59700,,,5.7,680416,New Lebanon,New York,12062,,
77765,for_sale,175000,2,1,0.54,1226989,Chatham,New York,12123,996,37015
7797,for_sale,500000,4,3,7.58,1801220,Chatham,New York,12037,2270,36985
10368,for_sale,419000,3,2,2.7,254554,Kinderhook,New York,12184,1900,42913
73460,for_sale,669900,4,4,0.87,17518,Sand Lake,New York,12018,3586,
73460,for_sale,399900,4,3,0.22,1470038,Sand Lake,New York,12018,2001,
94682,for_sale,259000,7,3,1.11,1340465,New Lebanon,New York,12125,3922,
14208,for_sale,289900,4,3,14,191662,East Nassau,New York,12062,1808,40785
37676,for_sale,425000,4,2,0.6,437043,Old Chatham,New York,12136,2700,
10368,for_sale,450000,4,3,12.53,59545,Stephentown,New York,12168,2400,44369
38575,for_sale,349900,3,2,1,170399,Austerlitz,New York,12037,2160,43802
38575,for_sale,349900,3,2,1,170364,Chatham,New York,12037,2160,
10368,for_sale,125000,,,,1103752,Chatham,New York,12184,,
42904,for_sale,153000,2,3,0.06,1757218,Nassau,New York,12123,2085,
771,for_sale,236000,4,2,0.99,870484,East Nassau,New York,12062,1767,42121
104484,for_sale,150000,3,1,0.34,361199,Nassau,New York,12123,832,39636
104467,for_sale,425000,4,3,1.53,969421,Poestenkill,New York,12018,3136,42361
41606,for_sale,375000,2,2,11.28,230228,Nassau,New York,12123,1858,37522
22550,for_sale,649900,4,3,8.61,1411311,East Chatham,New York,12060,2891,
23684,for_sale,585000,4,4,10,375114,Sand Lake,New York,12153,2104,40029
37676,for_sale,785000,4,3,12,649710,Chatham,New York,12037,3667,
37676,for_sale,1200000,3,4,8.64,733049,Old Chatham,New York,12136,2600,43733
36852,for_sale,1550000,6,8,56.62,1236985,Elizaville,New York,12523,5170,40925
44651,for_sale,449900,3,3,1.14,954938,Wassaic,New York,12592,2516,35640
37314,for_sale,394000,3,2,0.57,438028,Millbrook,New York,12545,1440,44026
32016,for_sale,372000,3,2,0.87,349720,Amenia,New York,12501,1596,42264
10485,for_sale,395000,3,2,2.9,423445,Dover Plains,New York,12522,2265,41318
45488,for_sale,7495000,4,5,172.71,501244,Amenia,New York,12592,4551,34437
97689,for_sale,595000,3,2,10.9,563684,Clinton Corners,New York,12514,1630,43885
41051,for_sale,40000,,,1.2,1896024,Northeast,New York,12546,,
32016,for_sale,632200,,,31.61,1965357,Millerton,New York,12546,,
32014,for_sale,632200,,,31.61,1965357,Millerton,New York,12546,,
53232,for_sale,69000,,,1.1,733298,Millerton,New York,12546,,38952
26849,for_sale,39500,,,0.22,1437220,Claverack,New York,12565,,
89855,for_sale,75000,,,5.45,1937439,New Lebanon,New York,12212,,
107913,for_sale,165000,,,6.01,1899551,Amenia,New York,12592,,39458
39686,for_sale,395000,,,,1945650,Ancram,New York,12502,,
57529,for_sale,990000,,,123.47,1837895,Red Hook,New York,12571,,38055
10485,for_sale,700000,,,114.2,1966496,Elizaville,New York,12523,,
10485,for_sale,50000,,,1.4,1845650,Red Hook,New York,12571,,
84271,for_sale,350000,,,65,1866409,Taghkanic,New York,12523,,
77876,for_sale,105000,,,2.52,1888629,Dover Plains,New York,12522,,38888
10485,for_sale,74900,,,1.26,255045,Clinton Corners,New York,12514,,
10485,for_sale,1595000,,,129,1069302,Stanfordville,New York,12581,,43567
16521,for_sale,14000000,10,17,200,1118737,Millbrook,New York,12545,34000,
63273,for_sale,8900000,,,422.43,1363716,Amenia,New York,12501,,40828
41051,for_sale,150000,,,5.54,8869,Wassaic,New York,12592,,
10485,for_sale,248500,,,9.67,1871307,Wingdale,New York,12594,,38901
8719,for_sale,450000,,,103,1440930,Dover,New York,12522,,
97116,for_sale,475000,,,119.2,1861451,Red Hook,New York,12571,,
7797,for_sale,320000,,,20.12,1619,Taghkanic,New York,12502,,
16834,for_sale,435000,,,29.15,914958,Pine Plains,New York,12567,,
23622,for_sale,750000,,,50.17,1921094,Gallatin,New York,12567,,
93967,for_sale,15000,,,0.82,1923592,Red Hook,New York,12571,,39580
16914,for_sale,195000,,,17.61,1521607,Clinton Corners,New York,12514,,42340
77876,for_sale,79900,,,3.58,1939860,Dover Plains,New York,12522,,
45488,for_sale,50000,,,,1888362,Wingdale,New York,12594,,27066
97115,for_sale,475000,,,119.2,1861451,Clinton Corners,New York,12514,,29011
77876,for_sale,105000,,,2.9,1939861,Dover Plains,New York,12522,,
9072,for_sale,74000,,,2.91,1866462,Ancram,New York,12502,,
24097,for_sale,799000,,,63.3,1954054,Claverack,New York,12534,,
9071,for_sale,74900,,,2.91,1866462,Ancram,New York,12502,,
23622,for_sale,850000,,,67.7,1884406,Gallatin,New York,12567,,
86566,for_sale,1750000,,,33,1906853,Pine Plains,New York,12567,,
22006,for_sale,389000,6,3,0.86,93096,Claverack,New York,12513,3280,
79729,for_sale,75000,,,1.12,1872298,Dover Plains,New York,12522,,
79729,for_sale,75000,,,1.22,1872298,Dover Plains,New York,12522,,
24183,for_sale,8250000,4,6,55.4,420105,Milan,New York,12571,8430,
15932,for_sale,125000,,,6.86,1920884,Milan,New York,12571,,
45488,for_sale,2995000,5,3,452,649848,Wassaic,New York,12592,2400,
34271,for_sale,2500000,2,4,178.85,1785240,Milan,New York,12571,28000,
34271,for_sale,2500000,2,4,178.85,1784849,Red Hook,New York,12571,28000,
9071,for_sale,549000,,,116,1921194,Claverack,New York,12513,,
63270,for_sale,999000,,,50.24,1954977,Wassaic,New York,12592,,
79640,for_sale,153100,4,1,1.2,846934,Wingdale,New York,12594,2328,27841
9072,for_sale,549000,,,116.7,1921194,Claverack,New York,12534,,
9072,for_sale,549000,,,116,1921194,Claverack,New York,12513,,
16914,for_sale,695000,,,21.63,92876,Millerton,New York,12546,,36861
77876,for_sale,850000,,,73.62,1859414,Dover Plains,New York,12522,,
23056,for_sale,1650000,,,30.13,1439917,Hudson,New York,12534,,
16914,for_sale,1895000,,,174.72,1253558,Pine Plains,New York,12567,,
19103,for_sale,125000,,,4.8,1898830,Red Hook,New York,12571,,
51262,for_sale,125000,,,5.12,1861451,Stanfordville,New York,12571,,
51262,for_sale,145000,,,6.88,1966621,Stanfordville,New York,12571,,
42943,for_sale,2495000,5,4,88.6,1060242,Red Hook,New York,12571,5517,
52569,for_sale,250000,,,6,591075,Ancram,New York,12502,,
54746,for_sale,1349000,,,27.01,101096,Amenia,New York,12501,,
16914,for_sale,259000,3,2,2.03,168379,Stanfordville,New York,12581,,43433
41051,for_sale,59000,,,6,1969070,Ancram,New York,12546,,
16834,for_sale,14500000,5,7,130.86,264984,Millbrook,New York,12545,6054,
52475,for_sale,977777,5,5,18.92,908886,Stanford,New York,12545,7400,
16914,for_sale,699000,4,5,5,1695797,Clinton Corners,New York,12514,3755,
23056,for_sale,125000,,,4.84,1898829,Gallatin,New York,12571,,
41051,for_sale,130000,,,0.78,1953516,Amenia,New York,12501,,38642
41051,for_sale,130000,,,0.78,1953516,Amenia,New York,12501,,
16834,for_sale,79000,,,2.14,1953431,Pine Plains,New York,12567,,41647
9071,for_sale,225000,,,19,1881093,Milan,New York,12571,,
81852,for_sale,2650000,4,6,30.93,254230,Millbrook,New York,12545,8500,
16834,for_sale,425000,,,49,1499405,Stanfordville,New York,12581,,
16834,for_sale,495000,,,16.5,1725552,Millbrook,New York,12545,,38744
41051,for_sale,40000,,,1.2,1895993,Millerton,New York,12546,,31768
10485,for_sale,110000,,,6.7,1272668,Wingdale,New York,12594,,
27532,for_sale,75000,,,6.04,1965313,Pine Plains,New York,12567,,
52568,for_sale,977777,5,5,18.92,908840,Millbrook,New York,12545,7400,31324
63270,for_sale,2200000,21,14,31.98,1383236,Millbrook,New York,12545,25106,
42943,for_sale,500000,,,128.02,1846533,Wassaic,New York,12592,,
49916,for_sale,900000,,,50,1927438,Millbrook,New York,12545,,
37314,for_sale,1300000,,,94.8,1953649,Ancramdale,New York,12503,,
27532,for_sale,75000,,,6.07,1965313,Pine Plains,New York,12567,,
84271,for_sale,215000,,,24.45,1934987,Taghkanic,New York,12502,,
41533,for_sale,685000,3,5,6.2,1019190,Wingdale,New York,12594,3606,38125
41533,for_sale,459000,4,3,0.99,112614,Dover Plains,New York,12522,2418,38225
10368,for_sale,570000,3,2,18.89,1000017,Ancram,New York,12502,1965,
45503,for_sale,495000,2,,125,1479508,Elizaville,New York,12523,1177,
29618,for_sale,660000,4,2,59.69,1236063,Millerton,New York,12546,1792,
14927,for_sale,379000,,,24.99,885824,Pine Plains,New York,12571,,
15371,for_sale,1995000,5,4,37.2,435670,Red Hook,New York,12571,4064,
53332,for_sale,350000,9,6,0.56,864986,Wassaic,New York,12592,3952,38215
10485,for_sale,179000,,,0.66,721285,Stanfordville,New York,12581,3672,
9071,for_sale,265000,,,0.68,925340,Pine Plains,New York,12567,2892,32133
9071,for_sale,275000,,,0.26,941656,Pine Plains,New York,12567,2520,30078
67822,for_sale,125000,,,1.5,793361,Ancram,New York,12502,,43563
9071,for_sale,275000,,,33.13,1437721,Taghkanic,New York,12502,,
27532,for_sale,147500,,,,1965313,Pine Plains,New York,12567,,
9072,for_sale,275000,,,33.13,1932279,Taghkanic,New York,12502,,
32014,for_sale,795000,3,2,7.57,132871,Amenia,New York,12501,2196,
15018,for_sale,595000,,,87,1969191,Gallatin,New York,12502,,
45488,for_sale,1825000,4,3,131.3,289154,Gallatin,New York,12502,3202,42562
86566,for_sale,375000,,,7.02,548097,Pine Plains,New York,12567,,
41051,for_sale,269000,2,2,0.76,1539934,Pine Plains,New York,12567,1190,42535
15371,for_sale,49000,,,6.25,1331133,Dover Plains,New York,12522,,34863
63265,for_sale,149500,2,1,0.28,1406364,Elizaville,New York,12523,888,44567
10485,for_sale,249900,2,2,2,376872,Red Hook,New York,12571,1131,
45488,for_sale,275000,4,2,0.65,822421,Pine Plains,New York,12567,2190,
45503,for_sale,329000,3,1,2.3,1087599,Pine Plains,New York,12567,1500,32322
51262,for_sale,340000,3,3,1.54,1001701,Dover Plains,New York,12522,1646,41274
38575,for_sale,349900,2,1,25.2,840853,Gallatin,New York,12571,980,37165
51886,for_sale,575000,4,4,4.27,558591,Elizaville,New York,12523,3400,
45488,for_sale,275000,,,0.78,1447289,Amenia,New York,12501,2500,32898
10485,for_sale,425000,4,2,2,903498,Stanfordville,New York,12581,1680,
65663,for_sale,315000,3,2,3.85,1271234,Red Hook,New York,12571,1120,42670
16834,for_sale,189000,,,14.71,1888763,Dover Plains,New York,12522,,39078
16914,for_sale,2495000,4,6,90.92,1227098,Ancram,New York,12502,6104,38134
16834,for_sale,1850000,4,3,13.87,508753,Wassaic,New York,12592,3173,36112
32016,for_sale,289000,3,2,0.6,1338207,Amenia,New York,12501,1720,41102
107997,for_sale,899900,3,2,67,1510468,Stanfordville,New York,12581,1890,34591
16914,for_sale,1695000,4,4,5,1460584,Amenia,New York,12501,3104,32213
34271,for_sale,1290000,4,4,1.74,1472187,Millbrook,New York,12545,3250,43259
32014,for_sale,700000,4,4,18.61,1111579,Amenia,New York,12501,2772,34233
41534,for_sale,495000,2,1,110,1513806,,New York,12523,1177,
14081,for_sale,6900000,6,8,66,1851036,Wassaic,New York,12522,,
11407,for_sale,1875000,4,5,14.73,868859,Millerton,New York,12546,4593,33289
45488,for_sale,9950000,8,7,107,1162137,Millbrook,New York,12545,8224,33757
15018,for_sale,595000,,,87,1905464,Gallatin,New York,12567,,
16834,for_sale,3950000,6,4,319,1092875,Dover Plains,New York,12522,3000,
16914,for_sale,4195000,4,6,24.26,822169,Millerton,New York,12546,7690,35682
10211,for_sale,1990000,4,4,92,556490,Gallatin,New York,12502,4213,
11489,for_sale,150000,3,2,1.57,1487402,Stanfordville,New York,12581,1627,43789
65663,for_sale,235000,3,2,10.5,1131340,Red Hook,New York,12571,1120,
24097,for_sale,325000,3,2,2.6,752809,Ancram,New York,12502,2166,
13536,for_sale,350000,3,2,0.28,332001,Wingdale,New York,12594,1568,40947
16914,for_sale,875000,2,2,29.88,1186961,Clinton Corners,New York,12514,1478,38201
10485,for_sale,749000,8,5,1.7,1295433,Amenia,New York,12501,4000,43816
24097,for_sale,775000,4,3,3.36,1069320,Taghkanic,New York,12523,2553,44070
67822,for_sale,250000,,,10,1242400,Millerton,New York,12546,,35808
15018,for_sale,675000,,,111,1969191,Gallatin,New York,12567,,
15018,for_sale,675000,,,111,1904327,Gallatin,New York,12567,,
65681,for_sale,155000,3,1,0.5,560808,Dover Plains,New York,12594,1100,29017
19426,for_sale,1995000,5,4,,435026,Red Hook,New York,12571,4064,
38575,for_sale,185000,,,11.7,1422895,Stanford,New York,12514,,30679
107913,for_sale,550000,3,1,5.36,1449213,Pine Plains,New York,12567,8044,
37314,for_sale,430000,2,3,0.4,763320,Millbrook,New York,12545,1242,39273
16834,for_sale,875000,2,1,9.97,1391851,Pine Plains,New York,12567,1056,39122
16829,for_sale,3779000,3,4,16.69,1230236,Clinton Corners,New York,12514,3721,37599
41534,for_sale,1400000,2,2,22.03,1131661,Millbrook,New York,12545,2198,31586
10858,for_sale,895000,3,3,5,1450774,Craryville,New York,12521,2517,42885
45488,for_sale,2495000,3,4,26,1640477,Amenia,New York,12501,3790,34478
26779,for_sale,134950,3,2,0.48,602249,Claverack,New York,12513,2668,39252
32016,for_sale,110000,2,1,0.77,1760681,Dover Plains,New York,12522,,
73493,for_sale,219000,5,2,1.05,744160,Claverack,New York,12534,1550,
107913,for_sale,599000,4,3,2.92,1564003,Millerton,New York,12546,3000,37789
63364,for_sale,120000,,,5,1176413,Millbrook,New York,12545,,43399
32014,for_sale,1765000,6,5,16.05,1357409,Amenia,New York,12501,,43595
41051,for_sale,275000,5,2,1.03,1012745,Wassaic,New York,12592,2424,30498
80124,for_sale,54900,2,2,,1917152,Dover Plains,New York,12522,1008,
16914,for_sale,350000,,3,0.2,151778,Stanfordville,New York,12581,3171,
7797,for_sale,350000,2,1,7.04,250628,Ancram,New York,12502,720,41547
16914,for_sale,687000,3,3,2.2,318070,Ancram,New York,12502,3023,
32016,for_sale,575895,4,3,5,912372,Amenia,New York,12501,1824,
73493,for_sale,2150000,3,3,108.49,1252537,Gallatin,New York,12523,3788,37004
14927,for_sale,175000,3,2,,1745466,Amenia,New York,12522,1232,
66996,for_sale,299900,3,2,0.38,955108,Dover,New York,12594,1680,38971
45488,for_sale,785000,3,3,0.68,1128823,Millbrook,New York,12545,1872,43321
10485,for_sale,129900,,,2.3,1972907,Taghkanic,New York,12523,,
10485,for_sale,692000,3,3,6.3,839188,Red Hook,New York,12571,3000,36438
10485,for_sale,375000,3,2,3.2,864925,Clinton Corners,New York,12514,1284,33640
77876,for_sale,95000,,,3.3,1853285,Dover Plains,New York,12522,,
65663,for_sale,549000,3,2,5.05,763513,Clinton Corners,New York,12514,1568,36823
10485,for_sale,1140000,3,4,4.79,649328,Pine Plains,New York,12567,2790,36831
16834,for_sale,320000,3,1,0.34,869472,Pine Plains,New York,12567,1197,43353
